drug_a,drug_b,cell_line,synergy
Crizotinib,Wee1 Inhibitor,MDA-MB-436,0
Galunisertib,Taselisib,AsPC-1,0
Oxaliplatin,Crizotinib,KP-4,0
Olaparib,BI-2536,BT-20,0
Cisplatin,Crizotinib,HPAC,0
Linsitinib,ZM447439,MDA-MB-231,0
Lapatinib,MK-1775,HCC1599,0
Navitoclax,Taselisib,KM12,0
AZD7762,Taselisib,CFPAC-1,0
AZD4547,AZD8055,SK-CO-1,0
BMS-754807,Taselisib,HCT-116,0
OSI-027,Camptothecin,MCF7,0
Cisplatin,Taselisib,HCC1937,0
Taselisib,Doramapimod,ZR-75-1,0
Crizotinib,RO-3306,HCC2157,0
Gemcitabine,MK-1775,PANC-10-05,0
Navitoclax,Nilotinib,HCC1937,0
Navitoclax,Lapatinib,HCC1428,0
Luminespib,OSI-027,EFM-192A,0
AZD7762,BI-2536,HCC1569,0
Axitinib,ZM447439,Hs-578-T,0
Gemcitabine,Cisplatin,SUIT-2,0
5-Fluorouracil,Camptothecin,EFM-192A,0
Gemcitabine,Alpelisib,HDQ-P1,0
AZD7762,Camptothecin,HDQ-P1,1
Taselisib,AZD8055,DU-4475,0
Dabrafenib,AZD7762,HT-115,0
Vinorelbine,Dabrafenib,SNU-407,0
Paclitaxel,Olaparib,PANC-03-27,0
Cisplatin,Paclitaxel,MIA-PaCa-2,0
MK-2206,MK-1775,ZR-75-1,0
Galunisertib,Ruxolitinib,AsPC-1,0
5-Fluorouracil,Dasatinib,PANC-04-03,0
SB505124,Linsitinib,LoVo,0
AZD4547,Olaparib,HT-115,0
Palbociclib,Taselisib,HCC2157,1
Navitoclax,AZD7762,SW1417,1
Gemcitabine,Alpelisib,MRK-nu-1,0
AZD4547,Palbociclib,NCI-H716,0
AZD7762,5-Fluorouracil,PANC-08-13,0
Camptothecin,Crizotinib,SW48,0
Crizotinib,Palbociclib,RKO,0
Docetaxel,Taselisib,HCC1428,0
Temozolomide,KU-55933,HCC2218,0
Docetaxel,5-Fluorouracil,ZR-75-1,0
Palbociclib,Entinostat,HCC1569,0
Oxaliplatin,Taselisib,SW948,0
MK-1775,Olaparib,SW948,0
Linsitinib,5-Fluorouracil,CFPAC-1,0
Navitoclax,Taselisib,T47D,0
Gemcitabine,Palbociclib,MDA-MB-436,0
MK-1775,Crizotinib,HCC1599,0
Temozolomide,NU7441,MDA-MB-231,0
MK-1775,Paclitaxel,DAN-G,0
Gemcitabine,AZD8055,HCC38,0
Dabrafenib,Camptothecin,SW948,0
Sorafenib,Palbociclib,SW1990,0
AZD4547,MK-2206,DiFi,0
Crizotinib,Vorinostat,BT-474,0
Bortezomib,Luminespib,ZR-75-1,0
MK-2206,5-Fluorouracil,MDA-MB-175-VII,0
SB505124,AZD4547,SNU-C2B,0
OSI-027,ZM447439,DU-4475,0
5-Fluorouracil,PF-4708671,HCC2157,0
Axitinib,Vorinostat,DU-4475,0
Crizotinib,OSI-027,PANC-02-03,0
Vorinostat,Alpelisib,HCC1187,0
Bortezomib,Lapatinib,HCC1187,1
MK-1775,Navitoclax,DiFi,0
Cisplatin,SB216763,HCC1954,0
MK-1775,OSI-027,HCC2157,0
AZD7762,Palbociclib,COLO-320-HSR,0
Taselisib,Doramapimod,HCC70,0
Cisplatin,Luminespib,T47D,0
Vorinostat,BI-2536,AU565,0
OSI-027,MK-2206,PANC-02-03,0
5-Fluorouracil,MK-1775,HCC1806,0
Paclitaxel,Taselisib,MZ1-PC,0
AZD7762,MK-1775,MDA-MB-231,0
Linsitinib,Cisplatin,HCC38,0
MK-1775,BI-2536,MDA-MB-361,0
Gemcitabine,NU7441,AU565,0
Luminespib,Wee1 Inhibitor,BT-549,0
Vinorelbine,Olaparib,SW837,0
Navitoclax,Crizotinib,PANC-10-05,1
AZD8055,Oxaliplatin,CCK-81,0
Vorinostat,Nilotinib,BT-474,0
AZD7762,PF-4708671,HDQ-P1,0
Luminespib,Nilotinib,EFM-192A,0
Crizotinib,Ruxolitinib,KP-1N,0
Palbociclib,AZD8055,EFM-192A,0
OSI-027,Lapatinib,HCC2157,0
AZD8055,SB505124,HT-115,0
Sorafenib,Galunisertib,KP-4,0
MK-2206,Docetaxel,ZR-75-1,0
5-Fluorouracil,AZD8055,CL-11,0
Palbociclib,OSI-027,EFM-19,0
Lapatinib,Gemcitabine,HuP-T4,0
Bortezomib,Docetaxel,BT-20,0
Axitinib,AZD8055,MFM-223,0
Ruxolitinib,Paclitaxel,KP-4,0
MK-1775,AZD7762,COLO-824,0
Linsitinib,Navitoclax,C2BBe1,0
Vorinostat,MK-2206,AU565,0
Crizotinib,Lapatinib,EFM-192A,0
MK-1775,Palbociclib,SW1463,0
Olaparib,Vinorelbine,CW-2,0
Taselisib,AZD7762,HCC202,0
Gemcitabine,SB216763,HCC38,0
Irinotecan,Dactolisib,PSN1,0
Olaparib,Ruxolitinib,PANC-04-03,0
Palbociclib,PF-4708671,CAMA-1,0
MK-2206,Doramapimod,HCC2157,0
Palbociclib,Cisplatin,UACC-812,0
Bortezomib,ZM447439,OCUB-M,0
Linsitinib,Dabrafenib,NCI-H716,0
OSI-027,AZD7762,MCF7,0
Cisplatin,SCH772984,HCC2157,0
Camptothecin,5-Fluorouracil,SNU-407,0
Bortezomib,AZD8055,AU565,0
Cisplatin,Linsitinib,PA-TU-8988T,0
Linsitinib,AZD7762,COLO-320-HSR,0
Vorinostat,SB216763,MDA-MB-436,0
Gemcitabine,5-Fluorouracil,COLO-824,0
Docetaxel,Lapatinib,MFM-223,0
Ruxolitinib,Olaparib,PA-TU-8988T,0
Taselisib,Camptothecin,HT-115,0
Docetaxel,RO-3306,MRK-nu-1,0
Temozolomide,Navitoclax,CAL-120,0
MK-1775,Sorafenib,HCC1500,0
5-Fluorouracil,Cisplatin,HCC1187,0
Galunisertib,Paclitaxel,PANC-10-05,0
Axitinib,Navitoclax,HCC202,0
Dactolisib,Paclitaxel,PSN1,0
5-Fluorouracil,Oxaliplatin,COLO-320-HSR,0
Sorafenib,Palbociclib,KP-2,0
Taselisib,5-Fluorouracil,UACC-893,0
OSI-027,Taselisib,KP-4,0
Sorafenib,AZD7762,PSN1,0
AZD7762,AZD4547,SNU-1040,0
SB216763,Crizotinib,MDST8,0
OSI-027,Axitinib,MDA-MB-157,0
MK-2206,Crizotinib,LS-411N,0
MK-1775,Tozasertib,HCC1937,0
SCH772984,Dabrafenib,LS-180,0
Axitinib,Dabrafenib,JIMT-1,0
AZD8055,SCH772984,NCI-H716,0
Palbociclib,Taselisib,Hs-578-T,0
5-Fluorouracil,Dactolisib,HuP-T4,0
Docetaxel,Sorafenib,MDA-MB-157,0
Olaparib,MK-1775,HCC1954,0
Crizotinib,AZD7762,MDA-MB-175-VII,0
Palbociclib,SB505124,SW948,0
Sorafenib,Lapatinib,MZ1-PC,0
MK-2206,PF-4708671,MDA-MB-175-VII,0
Docetaxel,MK-2206,CAL-51,0
Linsitinib,5-Fluorouracil,RKO,0
Taselisib,Ruxolitinib,SU8686,0
Crizotinib,5-Fluorouracil,Hs-578-T,0
Irinotecan,Paclitaxel,MIA-PaCa-2,0
AZD4547,MK-1775,DiFi,0
Temozolomide,Lapatinib,CAL-148,0
Luminespib,GSK269962A,MRK-nu-1,0
MK-2206,5-Fluorouracil,PANC-08-13,0
MK-1775,Temozolomide,MDA-MB-231,0
BMS-754807,AZD7762,NCI-H716,0
Galunisertib,Sorafenib,HuP-T4,0
Cisplatin,Crizotinib,CAMA-1,0
OSI-027,MK-1775,EFM-192A,0
MK-1775,Navitoclax,HCT-15,0
Navitoclax,Sorafenib,HuP-T4,1
Dactolisib,Dasatinib,PANC-10-05,0
Gemcitabine,Navitoclax,CAMA-1,0
MK-2206,AZD7762,PANC-08-13,0
5-Fluorouracil,MK-2206,LS-513,0
Olaparib,SCH772984,CAMA-1,0
Crizotinib,Gemcitabine,HCC1954,0
Luminespib,Docetaxel,JIMT-1,0
AZD7762,SB505124,CL-11,0
Navitoclax,Ruxolitinib,PA-TU-8988T,0
Crizotinib,AZD8055,MFM-223,0
Olaparib,MK-2206,HuP-T4,0
Taselisib,Navitoclax,AU565,0
MK-1775,Paclitaxel,PANC-03-27,0
Bortezomib,RO-3306,MDA-MB-453,0
OSI-027,MK-2206,HCC1143,0
MK-1775,SCH772984,CAPAN-1,0
Dactolisib,MK-1775,YAPC,0
Dasatinib,Galunisertib,YAPC,0
Cisplatin,Olaparib,BT-483,0
MK-1775,Linsitinib,BT-483,0
Linsitinib,Olaparib,HCC1428,0
Linsitinib,Palbociclib,NCI-H508,0
Crizotinib,GSK269962A,BT-483,0
Lapatinib,Paclitaxel,PA-TU-8902,0
MK-1775,Docetaxel,UACC-812,0
AZD7762,Vorinostat,Hs-578-T,0
Vorinostat,AZD7762,HCC1599,0
5-Fluorouracil,Temozolomide,MDA-MB-436,0
MK-2206,Navitoclax,UACC-893,1
Axitinib,Crizotinib,BT-549,0
MK-2206,Vorinostat,BT-483,0
Navitoclax,MK-2206,HT55,0
MK-1775,MK-2206,PSN1,1
Vorinostat,GSK269962A,HCC1599,0
Vorinostat,Axitinib,MCF7,0
Linsitinib,Navitoclax,BT-483,0
Lapatinib,AZD7762,MDA-MB-330,0
Oxaliplatin,Linsitinib,BxPC-3,0
5-Fluorouracil,Bortezomib,DU-4475,0
Taselisib,AZD7762,COLO-678,0
Navitoclax,BMS-754807,SNU-C1,0
Cisplatin,ZM447439,ZR-75-30,0
5-Fluorouracil,MK-2206,LS-411N,0
Linsitinib,MK-2206,MDA-MB-157,0
Luminespib,Sorafenib,MDA-MB-453,0
Oxaliplatin,SB216763,SW620,0
Linsitinib,SCH772984,MDA-MB-175-VII,1
Axitinib,Dabrafenib,MDA-MB-468,0
Luminespib,Docetaxel,HCC1937,0
OSI-027,Alpelisib,MDA-MB-157,0
Crizotinib,5-Fluorouracil,SW948,0
Taselisib,AZD7762,UACC-893,0
Vinorelbine,Navitoclax,CL-11,0
5-Fluorouracil,Navitoclax,SU8686,0
Gemcitabine,ZM447439,BT-549,0
Crizotinib,BMS-754807,SW1116,0
Lapatinib,5-Fluorouracil,SUIT-2,0
MK-2206,Wee1 Inhibitor,HCC1500,0
Gemcitabine,Docetaxel,BT-483,0
AZD8055,Navitoclax,SW48,0
Cisplatin,PF-4708671,BT-483,0
Gemcitabine,Nilotinib,MCF7,0
MK-1775,Gemcitabine,MDA-MB-157,1
Luminespib,ZM447439,HCC70,0
Docetaxel,Dabrafenib,HDQ-P1,0
Taselisib,ZM447439,MFM-223,0
MK-1775,Crizotinib,NCI-H716,0
Taselisib,AZD7762,HT-115,0
Taselisib,MK-1775,PA-TU-8988T,0
AZD8055,AZD7762,SW48,0
Crizotinib,Linsitinib,HT55,0
OSI-027,SCH772984,EFM-19,0
Crizotinib,MK-2206,PSN1,0
SB216763,Crizotinib,HT-29,0
Crizotinib,SB216763,HCC1599,0
Palbociclib,Sorafenib,CAPAN-2,0
MK-2206,BI-2536,MDA-MB-468,0
5-Fluorouracil,MK-2206,SUIT-2,0
Taselisib,MK-2206,SW48,0
Olaparib,Docetaxel,CAMA-1,0
SCH772984,AZD7762,LS-513,0
AZD7762,Vorinostat,MDA-MB-157,0
Olaparib,BMS-754807,SW837,0
Linsitinib,5-Fluorouracil,HCC1428,0
Ruxolitinib,Paclitaxel,MZ1-PC,0
5-Fluorouracil,Paclitaxel,PSN1,0
AZD7762,Linsitinib,CAL-148,0
Sorafenib,Dasatinib,DAN-G,1
Gemcitabine,KU-55933,MDA-MB-453,0
Taselisib,PF-4708671,HCC38,0
SCH772984,Crizotinib,SW837,0
Taselisib,AZD7762,HCC1428,0
Dabrafenib,MK-1775,SW48,0
AZD7762,BMS-754807,COLO-678,0
OSI-027,Cisplatin,HCC1143,0
Crizotinib,Entinostat,CAL-85-1,0
Gemcitabine,Temozolomide,Hs-578-T,0
5-Fluorouracil,Palbociclib,HCC1954,0
Bortezomib,AZD7762,EFM-192A,0
Docetaxel,Camptothecin,MDA-MB-468,0
Cisplatin,Bortezomib,HCC1599,0
5-Fluorouracil,Ruxolitinib,SW1990,0
Navitoclax,Lapatinib,HCC70,1
BMS-754807,Linsitinib,HCC2998,0
Galunisertib,Gemcitabine,SUIT-2,0
Palbociclib,5-Fluorouracil,HCC38,0
Luminespib,Temozolomide,CAL-148,0
MK-1775,SCH772984,PANC-08-13,0
Palbociclib,SB216763,BT-549,0
Vorinostat,Linsitinib,CAL-51,0
Crizotinib,Vorinostat,HCC1500,0
MK-1775,Oxaliplatin,LS-180,0
AZD7762,AZD4547,SNU-C5,0
Palbociclib,Dabrafenib,SW620,0
Palbociclib,Vinorelbine,SNU-175,0
Navitoclax,Lapatinib,CAL-51,0
Cisplatin,Luminespib,MDA-MB-468,0
Navitoclax,Doramapimod,HDQ-P1,0
Vorinostat,Camptothecin,MDA-MB-157,0
Olaparib,AZD8055,HCC1395,0
Luminespib,OSI-027,BT-474,0
Navitoclax,PF-4708671,HCC1569,1
Cisplatin,Paclitaxel,DU-4475,0
Docetaxel,GSK269962A,Hs-578-T,0
5-Fluorouracil,Crizotinib,SK-CO-1,0
Dasatinib,MK-2206,PANC-04-03,0
MK-2206,Sorafenib,JIMT-1,0
Linsitinib,MK-2206,C2BBe1,0
Olaparib,Dasatinib,SU8686,0
Cisplatin,Camptothecin,MDA-MB-330,0
AZD7762,AZD4547,HT-29,0
Olaparib,Cisplatin,MFM-223,0
Lapatinib,Axitinib,HCC1419,0
AZD8055,Linsitinib,HCT-116,1
AZD7762,Vinorelbine,T84,0
5-Fluorouracil,Palbociclib,BT-549,0
MK-1775,SCH772984,KP-3,0
Crizotinib,KU-55933,HCC2157,0
Cisplatin,AZD8055,COLO-824,0
Olaparib,AZD4547,SNU-C1,0
Luminespib,BI-2536,CAL-51,0
MK-2206,Temozolomide,UACC-812,0
Gemcitabine,Luminespib,CAMA-1,0
5-Fluorouracil,Gemcitabine,HCC38,0
Taselisib,GSK269962A,HCC70,1
Linsitinib,AZD7762,AU565,0
Taselisib,Axitinib,HCC38,0
Taselisib,Olaparib,BT-20,0
Linsitinib,NU7441,UACC-893,0
Navitoclax,MK-2206,HCC2218,0
Lapatinib,5-Fluorouracil,PSN1,0
Linsitinib,Oxaliplatin,LS-180,0
Taselisib,SB216763,DiFi,0
AZD7762,Vorinostat,HCC70,0
5-Fluorouracil,Crizotinib,COLO-824,0
Dasatinib,Cisplatin,KP-2,0
Bortezomib,PF-4708671,MDA-MB-415,0
Cisplatin,MK-2206,HCC1395,0
AZD7762,Bortezomib,CAL-85-1,0
AZD7762,Linsitinib,HT-29,0
Crizotinib,5-Fluorouracil,SNU-81,0
Irinotecan,Olaparib,AsPC-1,0
Navitoclax,AZD8055,AU565,0
Taselisib,MK-2206,PA-TU-8988T,0
Palbociclib,Docetaxel,T47D,0
Linsitinib,Camptothecin,CL-11,0
OSI-027,Docetaxel,HCC1599,0
Navitoclax,Gemcitabine,KP-1N,1
Palbociclib,MK-2206,UACC-812,0
Temozolomide,SB216763,BT-474,0
Luminespib,Temozolomide,HCC1143,0
Palbociclib,AZD7762,T47D,0
SB216763,SB505124,NCI-H747,0
Navitoclax,Vorinostat,MDA-MB-330,1
5-Fluorouracil,ZM447439,T47D,0
Linsitinib,Paclitaxel,Hs-578-T,0
Oxaliplatin,Navitoclax,SNU-C1,0
5-Fluorouracil,Dabrafenib,BT-549,0
Olaparib,Lapatinib,HuP-T4,0
AZD7762,Wee1 Inhibitor,DU-4475,0
AZD8055,Linsitinib,SNU-407,0
Olaparib,Gemcitabine,MDA-MB-175-VII,0
Axitinib,Linsitinib,HDQ-P1,0
Linsitinib,BI-2536,MDA-MB-330,0
Vorinostat,Paclitaxel,HCC70,0
Taselisib,Doramapimod,HCC1187,0
Navitoclax,Crizotinib,MCF7,1
Palbociclib,Cisplatin,MDA-MB-175-VII,0
BMS-754807,Navitoclax,CL-11,0
Vorinostat,Entinostat,CAL-51,0
AZD7762,Bortezomib,HDQ-P1,0
Palbociclib,Axitinib,EVSA-T,0
Cisplatin,AZD8055,HCC1806,0
Navitoclax,AZD7762,PANC-02-03,0
Olaparib,Oxaliplatin,PANC-02-03,0
Vorinostat,OSI-027,MDA-MB-330,0
Gemcitabine,GSK269962A,HCC2218,0
Dasatinib,Paclitaxel,CFPAC-1,0
Oxaliplatin,BMS-754807,MDST8,0
Dactolisib,OSI-027,PANC-03-27,0
Taselisib,Wee1 Inhibitor,HCC70,0
Gemcitabine,Lapatinib,CAPAN-2,0
SCH772984,Dabrafenib,CW-2,0
Vorinostat,Palbociclib,HCC1500,0
Docetaxel,NU7441,HCC2218,0
MK-1775,Alpelisib,BT-474,0
MK-1775,AZD8055,HT55,0
MK-2206,Entinostat,BT-483,0
Docetaxel,Temozolomide,AU565,0
MK-1775,Lapatinib,HuP-T3,0
MK-1775,Dabrafenib,MDA-MB-453,0
BMS-754807,AZD7762,HT55,0
Temozolomide,Taselisib,CAL-148,0
Palbociclib,Gemcitabine,SU8686,0
Lapatinib,NU7441,Hs-578-T,0
Linsitinib,Nilotinib,HCC38,0
Camptothecin,Linsitinib,CCK-81,0
Luminespib,MK-2206,DU-4475,0
Docetaxel,Olaparib,CAL-85-1,0
MK-1775,Taselisib,KM12,0
Lapatinib,Paclitaxel,T47D,0
Gemcitabine,MK-1775,PANC-08-13,0
Crizotinib,BI-2536,HCC1954,0
Olaparib,Lapatinib,PANC-03-27,0
Cisplatin,Taselisib,JIMT-1,0
Vinorelbine,Navitoclax,SW48,0
5-Fluorouracil,BI-2536,HCC1187,0
Navitoclax,Sorafenib,MDA-MB-468,0
5-Fluorouracil,Linsitinib,RCM-1,0
Vorinostat,MK-1775,HCC2157,0
MK-2206,Nilotinib,HCC1599,0
Taselisib,Palbociclib,SNU-1040,0
MK-1775,MK-2206,KM12,0
Docetaxel,Cisplatin,Hs-578-T,0
Palbociclib,Axitinib,HCC1954,0
Oxaliplatin,Palbociclib,SK-CO-1,0
Navitoclax,5-Fluorouracil,PANC-03-27,1
Cisplatin,MK-2206,JIMT-1,0
AZD7762,MK-2206,MDA-MB-415,0
Lapatinib,Tozasertib,ZR-75-1,0
Crizotinib,ZM447439,MDA-MB-231,0
Palbociclib,BI-2536,BT-483,0
MK-1775,Vinorelbine,SNU-1040,0
OSI-027,SCH772984,MDA-MB-453,0
MK-1775,Nilotinib,ZR-75-1,0
OSI-027,SCH772984,MFM-223,0
MK-1775,Lapatinib,MDA-MB-361,0
Luminespib,Temozolomide,HCC38,0
5-Fluorouracil,Bortezomib,EVSA-T,0
SCH772984,Paclitaxel,CFPAC-1,0
MK-1775,Sorafenib,OCUB-M,0
SB505124,Palbociclib,MDST8,0
Gemcitabine,Camptothecin,Hs-578-T,0
Crizotinib,Gemcitabine,CAL-85-1,0
Dabrafenib,Crizotinib,SK-CO-1,0
MK-2206,Olaparib,BT-474,0
AZD7762,5-Fluorouracil,RCM-1,0
OSI-027,MK-2206,AsPC-1,0
OSI-027,Olaparib,KP-2,0
Lapatinib,MK-1775,MIA-PaCa-2,0
MK-2206,5-Fluorouracil,SNU-1040,0
SCH772984,Navitoclax,NCI-H716,0
Temozolomide,Nilotinib,BT-483,0
MK-1775,Olaparib,HCC1419,0
Temozolomide,PF-4708671,MDA-MB-415,0
Camptothecin,MK-1775,NCI-H508,0
AZD4547,Olaparib,NCI-H716,0
Camptothecin,Olaparib,CW-2,0
AZD7762,Gemcitabine,KP-1N,1
5-Fluorouracil,Linsitinib,HCC2998,0
Vorinostat,Taselisib,HCC1954,0
AZD7762,SB505124,CCK-81,0
5-Fluorouracil,Olaparib,KP-1N,0
Cisplatin,Gemcitabine,UACC-812,0
Gemcitabine,KU-55933,HCC38,0
Crizotinib,Dabrafenib,HCC1954,0
AZD7762,5-Fluorouracil,EFM-19,1
Taselisib,Docetaxel,Hs-578-T,0
Lapatinib,Cisplatin,CAL-85-1,0
Axitinib,Nilotinib,DU-4475,0
Navitoclax,Dabrafenib,BT-20,0
Lapatinib,NU7441,MDA-MB-231,0
Navitoclax,SCH772984,SNU-C5,0
Taselisib,Cisplatin,HCC202,0
Linsitinib,SB505124,NCI-H716,0
AZD7762,Palbociclib,CL-11,0
SCH772984,Cisplatin,PANC-02-03,0
MK-2206,MK-1775,DU-4475,0
MK-2206,Alpelisib,MCF7,0
Lapatinib,OSI-027,HCC1500,0
Oxaliplatin,Navitoclax,CAPAN-2,1
MK-2206,KU-55933,HCC1937,0
Crizotinib,Lapatinib,HCC1428,0
Linsitinib,Palbociclib,SNU-407,0
SCH772984,BMS-754807,T84,0
Dactolisib,MK-1775,CFPAC-1,0
Cisplatin,Bortezomib,HCC1937,0
Vorinostat,Bortezomib,HCC1806,0
MK-1775,AZD7762,MDA-MB-436,1
OSI-027,MK-2206,CAL-85-1,1
Bortezomib,GSK269962A,AU565,0
Lapatinib,Oxaliplatin,KP-4,0
SB505124,SCH772984,COLO-678,0
Docetaxel,Bortezomib,AU565,0
SB216763,Dabrafenib,CCK-81,0
MK-1775,SCH772984,SW948,1
AZD8055,Olaparib,SNU-C5,0
Taselisib,SB216763,SNU-C5,0
Olaparib,Dactolisib,YAPC,0
Dactolisib,Ruxolitinib,MIA-PaCa-2,0
Taselisib,Dactolisib,BxPC-3,0
MK-1775,Temozolomide,MDA-MB-175-VII,0
Irinotecan,Taselisib,SU8686,0
Olaparib,SB216763,BT-474,0
Axitinib,Vorinostat,HCC1599,0
Gemcitabine,Bortezomib,DU-4475,0
Taselisib,Linsitinib,MDST8,0
MK-1775,Sorafenib,HCC1599,0
5-Fluorouracil,AZD8055,BT-474,0
Crizotinib,Cisplatin,HCC38,0
Crizotinib,Entinostat,CAL-148,0
Bortezomib,Lapatinib,CAMA-1,0
Linsitinib,Ruxolitinib,PSN1,0
Navitoclax,PF-4708671,AU565,0
Olaparib,Entinostat,AU565,0
Palbociclib,RO-3306,HDQ-P1,0
Olaparib,MK-2206,SW837,1
Palbociclib,5-Fluorouracil,SW948,0
Taselisib,SCH772984,T47D,0
AZD4547,Oxaliplatin,SW48,0
5-Fluorouracil,Vinorelbine,SNU-C5,0
Navitoclax,Luminespib,CAL-148,0
Crizotinib,OSI-027,AsPC-1,0
Gemcitabine,BI-2536,COLO-824,0
Navitoclax,AZD8055,COLO-678,0
Dactolisib,MK-1775,SW1990,0
Temozolomide,Palbociclib,HCC202,0
Axitinib,Temozolomide,BT-483,0
Axitinib,Nilotinib,HCC1395,0
Olaparib,Docetaxel,EFM-19,0
MK-1775,Dabrafenib,HCC1428,0
MK-2206,5-Fluorouracil,PA-TU-8988T,0
Crizotinib,Ruxolitinib,CAPAN-1,0
Palbociclib,Linsitinib,HCT-15,0
MK-1775,Crizotinib,SW48,0
Cisplatin,Dabrafenib,CAL-51,0
Linsitinib,SB216763,C2BBe1,0
Crizotinib,Linsitinib,COLO-320-HSR,0
Crizotinib,Irinotecan,PANC-02-03,0
Bortezomib,Alpelisib,HCC1187,0
Docetaxel,Wee1 Inhibitor,MDA-MB-157,0
SCH772984,Crizotinib,KP-3,0
Dactolisib,Oxaliplatin,MIA-PaCa-2,0
OSI-027,Bortezomib,HCC1419,0
Galunisertib,Irinotecan,PA-TU-8902,0
Ruxolitinib,Sorafenib,SW1990,0
Gemcitabine,Alpelisib,MDA-MB-468,0
Taselisib,Bortezomib,HCC38,0
Bortezomib,AZD7762,MFM-223,0
Cisplatin,Vorinostat,JIMT-1,0
AZD7762,SCH772984,MCF7,0
MK-2206,AZD8055,HCC1395,0
Linsitinib,Alpelisib,HCC1569,0
Linsitinib,Bortezomib,MDA-MB-453,0
MK-2206,Crizotinib,LoVo,0
Crizotinib,SCH772984,PA-TU-8988T,0
Temozolomide,Linsitinib,BT-20,0
Crizotinib,AZD7762,HCC1187,0
SB216763,Camptothecin,HCC2998,0
Crizotinib,Lapatinib,MCF7,0
Navitoclax,5-Fluorouracil,LS-411N,0
AZD7762,Palbociclib,SW48,0
SCH772984,Lapatinib,KP-2,1
MK-2206,Navitoclax,CAL-51,0
Gemcitabine,Axitinib,CAL-51,0
Palbociclib,Sorafenib,CAL-120,0
Oxaliplatin,SB505124,COLO-320-HSR,0
Oxaliplatin,Ruxolitinib,PANC-03-27,0
Axitinib,GSK269962A,HCC1419,0
AZD7762,Luminespib,HCC1954,0
MK-1775,Vorinostat,UACC-893,0
Gemcitabine,SB216763,EFM-192A,0
Palbociclib,PF-4708671,HCC1806,0
MK-1775,Alpelisib,HCC70,0
Olaparib,Palbociclib,NCI-H716,0
Lapatinib,Palbociclib,BT-20,0
MK-1775,Cisplatin,PANC-08-13,0
Navitoclax,Nilotinib,HCC1954,0
Navitoclax,SB505124,SNU-C2B,0
MK-1775,Oxaliplatin,COLO-320-HSR,0
Gemcitabine,BI-2536,HCC1806,0
Gemcitabine,AZD7762,SU8686,0
Olaparib,Navitoclax,CAPAN-1,1
Linsitinib,MK-1775,CCK-81,0
5-Fluorouracil,Olaparib,AU565,0
Linsitinib,Wee1 Inhibitor,MDA-MB-415,0
Crizotinib,SB216763,LS-513,0
Cisplatin,NU7441,HCC1419,0
AZD7762,SB216763,CL-11,0
Crizotinib,AZD7762,CL-11,0
SCH772984,Palbociclib,CAPAN-2,0
MK-2206,RO-3306,EVSA-T,0
Navitoclax,Taselisib,MDA-MB-468,0
Linsitinib,Alpelisib,CAL-120,0
Bortezomib,Vorinostat,CAL-85-1,1
Olaparib,Palbociclib,CFPAC-1,0
Luminespib,PF-4708671,EFM-19,0
Lapatinib,Tozasertib,CAL-120,0
Temozolomide,Docetaxel,MDA-MB-468,0
OSI-027,AZD8055,HCC1143,0
OSI-027,Sorafenib,HCC70,0
AZD7762,RO-3306,MCF7,0
Vorinostat,Linsitinib,DU-4475,0
Olaparib,MK-1775,PANC-02-03,0
Linsitinib,MK-2206,MDA-MB-415,0
MK-2206,AZD8055,CL-11,0
5-Fluorouracil,BI-2536,BT-483,0
AZD8055,Vinorelbine,SW948,0
Taselisib,OSI-027,CAPAN-2,0
Gemcitabine,Olaparib,HDQ-P1,0
Docetaxel,Camptothecin,UACC-893,0
Vorinostat,KU-55933,MDA-MB-330,0
Irinotecan,Navitoclax,MIA-PaCa-2,0
Olaparib,GSK269962A,CAMA-1,0
SCH772984,MK-2206,SNU-407,0
Olaparib,Dactolisib,SW1990,0
Cisplatin,AZD7762,MDA-MB-361,0
Navitoclax,Camptothecin,DiFi,0
Irinotecan,SCH772984,SU8686,0
Linsitinib,OSI-027,ZR-75-30,0
Temozolomide,Camptothecin,MFM-223,0
Palbociclib,BMS-754807,NCI-H508,0
AZD7762,SCH772984,HuP-T4,0
Navitoclax,5-Fluorouracil,MDA-MB-436,0
Docetaxel,Doramapimod,BT-20,0
OSI-027,Navitoclax,HCC70,0
5-Fluorouracil,AZD8055,HCC1428,0
Crizotinib,SB505124,NCI-H716,0
Taselisib,RO-3306,T47D,0
Ruxolitinib,Gemcitabine,PA-TU-8902,0
5-Fluorouracil,AZD8055,HCC2157,0
MK-2206,Palbociclib,SNU-C1,0
5-Fluorouracil,Taselisib,BT-474,0
Luminespib,SB216763,MRK-nu-1,0
Olaparib,Navitoclax,LoVo,0
Navitoclax,Dabrafenib,SW620,0
Sorafenib,Oxaliplatin,BxPC-3,0
Vorinostat,Linsitinib,ZR-75-30,0
MK-2206,Vinorelbine,SNU-1040,0
AZD7762,Paclitaxel,PANC-08-13,0
Cisplatin,GSK269962A,COLO-824,0
Navitoclax,Gemcitabine,MDA-MB-231,0
Lapatinib,Linsitinib,HCC2218,0
Vorinostat,Lapatinib,MDA-MB-231,0
Axitinib,RO-3306,HCC1500,0
AZD7762,Palbociclib,COLO-678,0
5-Fluorouracil,SB216763,HCC1937,0
Linsitinib,SCH772984,SW837,0
Crizotinib,Olaparib,HCC2157,0
