drug_a,drug_b,cell_line,synergy
5-Fluorouracil,PD173074,CAL-148,1
MK-1775,Axitinib,MDA-MB-415,0
Docetaxel,Trametinib,MDA-MB-436,0
Trametinib,MK-2206,RKO,0
Oxaliplatin,OSI-027,PA-TU-8902,0
PD173074,PF-4708671,HCC1500,1
Trametinib,Paclitaxel,PA-TU-8988T,0
AZD7762,Linsitinib,ZR-75-30,0
Taselisib,SB216763,CCK-81,0
MK-2206,Afatinib,CaR-1,1
AZD7762,Sapitinib,LS-123,0
Linsitinib,Sapitinib,EFM-192A,0
MK-1775,Cisplatin,MDA-MB-330,0
5-Fluorouracil,Dabrafenib,HCC1500,0
Trametinib,Ruxolitinib,PSN1,0
Bortezomib,NU7441,HCC1187,1
Cisplatin,Afatinib,CAL-148,0
Navitoclax,BI-2536,UACC-893,0
Taselisib,Bortezomib,T47D,0
MK-2206,Ribociclib,HCC2157,0
Linsitinib,5-Fluorouracil,HCC2157,0
Linsitinib,Axitinib,HDQ-P1,0
MK-2206,Trametinib,MDA-MB-436,0
MK-2206,Bortezomib,EVSA-T,0
Cisplatin,Irinotecan,PA-TU-8988T,0
Vorinostat,Wee1 Inhibitor,HCC1419,0
Axitinib,Pictilisib,MDA-MB-415,0
Oxaliplatin,Afatinib,SW837,0
Luminespib,RO-3306,CAL-148,0
Linsitinib,Gemcitabine,EFM-19,0
Linsitinib,Lapatinib,MDA-MB-468,0
Sapitinib,Luminespib,EFM-19,0
Axitinib,Taselisib,HCC1937,0
AZD7762,MK-2206,SUIT-2,0
Trametinib,SB505124,SW1116,0
AZD7762,Afatinib,SNU-C5,0
AZD7762,Paclitaxel,HCC1187,0
Docetaxel,Cisplatin,HCC70,0
Luminespib,Sapitinib,CAL-85-1,0
Navitoclax,PD173074,MDA-MB-361,0
Trametinib,SCH772984,HCC70,0
AZD7762,Gemcitabine,CAMA-1,0
5-Fluorouracil,BI-2536,UACC-893,0
Luminespib,Linsitinib,ZR-75-1,0
Gemcitabine,Axitinib,MDA-MB-330,0
Oxaliplatin,Irinotecan,Hs-766T,0
Axitinib,PF-4708671,BT-549,0
SB216763,Afatinib,T84,0
Gemcitabine,Axitinib,HCC1937,0
Lapatinib,Pictilisib,JIMT-1,0
SB216763,SCH772984,CCK-81,0
Linsitinib,5-Fluorouracil,JIMT-1,0
Gemcitabine,LGK974,DAN-G,0
Bortezomib,Sapitinib,UACC-812,0
Taselisib,Paclitaxel,Hs-578-T,0
MK-2206,Dabrafenib,HCC1806,0
Luminespib,MK-2206,HCC38,0
Dasatinib,Trametinib,YAPC,1
Docetaxel,Lapatinib,BT-474,0
Linsitinib,Gemcitabine,CAPAN-2,0
Linsitinib,AZD7762,HCC1419,0
Trametinib,JQ1,BT-20,0
Dactolisib,Dasatinib,DAN-G,1
Bortezomib,Pictilisib,EVSA-T,0
Trametinib,Taselisib,COLO-678,0
Vorinostat,5-Fluorouracil,MDA-MB-157,0
Trametinib,MK-2206,MDA-MB-231,1
Docetaxel,Wee1 Inhibitor,MDA-MB-453,0
Pictilisib,PD173074,HCC1428,0
Taselisib,Sapitinib,COLO-320-HSR,0
Taselisib,Vinorelbine,SNU-C1,0
Afatinib,Oxaliplatin,HCT-116,0
Gemcitabine,Ribociclib,HCC70,0
Vorinostat,Wee1 Inhibitor,UACC-893,0
MK-1775,OSI-027,AU565,0
Luminespib,ZM447439,ZR-75-1,0
OSI-027,RO-3306,HCC1419,0
Navitoclax,GSK269962A,MDA-MB-453,0
Taselisib,Linsitinib,SU8686,0
Docetaxel,AZD6482,EFM-192A,0
MK-1775,LGK974,BxPC-3,0
Luminespib,RO-3306,HCC1937,0
Cisplatin,Nilotinib,CAL-85-1,0
5-Fluorouracil,MK-1775,UACC-893,0
5-Fluorouracil,AZD7762,KP-1N,0
Axitinib,Tozasertib,MRK-nu-1,0
Navitoclax,Bortezomib,HCC1143,0
Lapatinib,KU-55933,Hs-578-T,0
Axitinib,Linsitinib,MDA-MB-175-VII,0
Luminespib,AZD7762,HCC1395,0
LGK974,SCH772984,BxPC-3,0
Linsitinib,OSI-027,BT-20,0
MK-2206,Docetaxel,HCC1954,0
Trametinib,BI-2536,HCC1569,0
Luminespib,Navitoclax,MDA-MB-330,0
Afatinib,Linsitinib,SW1116,1
Paclitaxel,SCH772984,KP-3,0
Taselisib,SB505124,LoVo,0
SCH772984,MK-2206,SW1990,0
Cisplatin,Alisertib,MDA-MB-453,0
Docetaxel,5-Fluorouracil,CAL-85-1,0
5-Fluorouracil,NU7441,HCC1428,0
SCH772984,Linsitinib,CCK-81,0
Trametinib,Lapatinib,CFPAC-1,0
Irinotecan,Paclitaxel,CAPAN-1,0
5-Fluorouracil,MK-1775,PA-TU-8988T,0
Dasatinib,Irinotecan,BxPC-3,0
Bortezomib,Sapitinib,OCUB-M,0
Dasatinib,Oxaliplatin,CAPAN-1,0
MK-2206,Vorinostat,HCC70,0
MK-2206,Nilotinib,HCC2157,0
Navitoclax,Trametinib,CAL-85-1,1
Dasatinib,MK-1775,PA-TU-8988T,0
PD173074,Venetoclax,UACC-893,0
MK-1775,Alisertib,MDA-MB-415,0
Vorinostat,Gemcitabine,HCC1500,0
MK-2206,Sapitinib,ZR-75-1,1
Cisplatin,Lapatinib,KP-3,0
MK-1775,Afatinib,MCF7,0
PD173074,Pictilisib,MDA-MB-415,0
Taselisib,Trametinib,HCC1395,0
Vinorelbine,Trametinib,KM12,0
Pictilisib,ZM447439,ZR-75-30,0
SB216763,5-Fluorouracil,LS-123,0
Bortezomib,MK-2206,HCC1428,0
Lapatinib,Bortezomib,HCC1395,0
Navitoclax,Taselisib,UACC-893,0
MK-1775,JQ1,EVSA-T,0
MK-1775,Alisertib,EVSA-T,0
MK-2206,LGK974,COLO-320-HSR,0
Pictilisib,GSK269962A,MDA-MB-231,0
LGK974,Afatinib,SNU-C2B,0
Taselisib,Vinorelbine,SNU-C5,0
Paclitaxel,MK-2206,BxPC-3,0
Linsitinib,Sapitinib,HCC1954,0
Sapitinib,GSK269962A,OCUB-M,0
Lapatinib,Nilotinib,HCC38,0
PD173074,PF-4708671,HCC1143,0
Axitinib,Lapatinib,HCC1806,0
Sapitinib,KU-55933,MDA-MB-415,0
AZD7762,Wee1 Inhibitor,Hs-578-T,0
PD173074,MK-2206,HCC1419,0
Vinorelbine,Linsitinib,RCM-1,0
Taselisib,5-Fluorouracil,HuP-T4,0
Gemcitabine,Trametinib,PA-TU-8988T,0
Navitoclax,AZD7762,PA-TU-8988T,0
Vorinostat,MK-1775,CAL-51,0
Luminespib,Cisplatin,HCC1428,0
PD173074,Sapitinib,HCC1143,0
Trametinib,ZM447439,CAL-148,0
Linsitinib,GSK269962A,COLO-824,0
Sapitinib,Vorinostat,MDA-MB-157,0
Lapatinib,Irinotecan,YAPC,0
Sapitinib,5-Fluorouracil,HCC70,0
Pictilisib,Sapitinib,BT-20,1
Trametinib,MK-2206,UACC-812,0
Linsitinib,Trametinib,HT55,0
LGK974,MK-1775,PL4,0
OSI-027,Taselisib,SU8686,0
Linsitinib,Navitoclax,HCC70,0
SB216763,SB505124,SNU-175,0
Oxaliplatin,Dabrafenib,LS-411N,0
Luminespib,PD173074,EFM-19,0
Pictilisib,Linsitinib,EFM-19,0
Trametinib,SB216763,SW48,1
Dasatinib,Taselisib,SU8686,0
Taselisib,Cisplatin,UACC-812,0
Luminespib,Linsitinib,Hs-578-T,0
Linsitinib,Vinorelbine,KM12,0
MK-2206,GSK269962A,CAL-148,0
Navitoclax,OSI-027,CAPAN-1,0
Bortezomib,NU7441,BT-474,0
5-Fluorouracil,Axitinib,OCUB-M,0
Navitoclax,KU-55933,BT-549,0
Pictilisib,OSI-027,MDA-MB-361,0
Trametinib,AZD7762,EFM-19,0
Cisplatin,Taselisib,KP-4,0
5-Fluorouracil,AZD7762,CAPAN-1,0
AZD7762,Paclitaxel,KP-2,0
Vorinostat,Taselisib,CAL-85-1,0
OSI-027,Taselisib,CAL-148,0
MK-1775,Taselisib,NCI-H747,0
Trametinib,MK-1775,SNU-81,0
Dasatinib,Ruxolitinib,PA-TU-8988T,0
5-Fluorouracil,Taselisib,HCT-15,0
5-Fluorouracil,Ribociclib,HCC2157,0
MK-1775,AZD7762,ZR-75-30,0
Lapatinib,MK-1775,MDA-MB-175-VII,0
MK-2206,NU7441,HCC1419,0
Trametinib,Navitoclax,HuP-T4,1
AZD7762,Paclitaxel,EVSA-T,0
5-Fluorouracil,Venetoclax,AU565,0
Linsitinib,Lapatinib,PSN1,0
AZD7762,MK-1775,MDA-MB-468,0
Vorinostat,5-Fluorouracil,ZR-75-1,0
Sapitinib,5-Fluorouracil,HCC1569,0
Pictilisib,Sapitinib,HCC1569,1
MK-2206,Oxaliplatin,HT-115,0
Oxaliplatin,Afatinib,HT-115,0
Trametinib,LGK974,SNU-175,0
Linsitinib,KU-55933,HCC2157,0
Navitoclax,Taselisib,C2BBe1,0
Afatinib,MK-1775,LS-411N,0
Docetaxel,PF-4708671,Hs-578-T,0
Bortezomib,PF-4708671,MDA-MB-175-VII,0
Docetaxel,Trametinib,OCUB-M,0
Axitinib,Sapitinib,HCC1569,1
Afatinib,Sapitinib,SNU-1040,0
Lapatinib,Paclitaxel,PANC-10-05,0
SB216763,SCH772984,SW48,0
OSI-027,AZD7762,PANC-03-27,0
Luminespib,PF-4708671,EFM-192A,0
Vinorelbine,Oxaliplatin,SNU-407,0
Dasatinib,MK-1775,KP-4,0
Sapitinib,Paclitaxel,EVSA-T,0
Navitoclax,RO-3306,HCC38,1
Trametinib,Paclitaxel,PANC-02-03,0
Pictilisib,Ribociclib,HCC70,0
MK-2206,Entinostat,EVSA-T,1
Sapitinib,Venetoclax,MDA-MB-468,0
OSI-027,Navitoclax,HuP-T3,0
OSI-027,RO-3306,OCUB-M,0
Linsitinib,KU-55933,HCC1806,0
Trametinib,SB216763,DU-4475,0
5-Fluorouracil,Navitoclax,CaR-1,0
OSI-027,Navitoclax,PANC-03-27,0
Linsitinib,MK-2206,MDST8,0
5-Fluorouracil,Lapatinib,HCC1954,0
Vinorelbine,Oxaliplatin,SNU-1040,0
Cisplatin,LGK974,PANC-04-03,0
Trametinib,Linsitinib,MZ1-PC,0
Navitoclax,MK-2206,C2BBe1,0
Sapitinib,GSK269962A,JIMT-1,0
MK-2206,MK-1775,CaR-1,0
Navitoclax,Dabrafenib,BT-483,0
Sapitinib,Dabrafenib,MDA-MB-468,0
Bortezomib,SCH772984,EFM-192A,0
MK-2206,SCH772984,DAN-G,1
Lapatinib,OSI-027,MRK-nu-1,0
PD173074,Uprosertib,UACC-893,0
5-Fluorouracil,Lapatinib,EFM-192A,0
SCH772984,Navitoclax,HuP-T4,1
Docetaxel,Sapitinib,EVSA-T,0
Paclitaxel,SCH772984,YAPC,0
Cisplatin,Vorinostat,MRK-nu-1,0
SB216763,Dabrafenib,HT55,0
Gemcitabine,OSI-027,MDA-MB-468,0
PD173074,Alisertib,HCC1599,0
Dabrafenib,Linsitinib,SW620,0
Axitinib,AZD6482,ZR-75-30,0
Dabrafenib,MK-1775,HCC2998,0
MK-2206,SCH772984,HCC1419,0
Taselisib,Paclitaxel,KP-3,0
Sapitinib,SB216763,CCK-81,0
Docetaxel,Paclitaxel,MDA-MB-415,0
MK-1775,SB505124,NCI-H747,0
Vinorelbine,Navitoclax,SK-CO-1,1
Sapitinib,Linsitinib,SK-CO-1,0
Pictilisib,5-Fluorouracil,T47D,0
Axitinib,Pictilisib,MDA-MB-157,0
LGK974,MK-2206,SW948,0
PD173074,Taselisib,HCC1500,0
Trametinib,Taselisib,PA-TU-8988T,0
MK-1775,5-Fluorouracil,HCC1187,1
Lapatinib,SB216763,HCC1806,0
MK-2206,Linsitinib,DU-4475,0
MK-1775,GSK269962A,Hs-578-T,0
Docetaxel,SCH772984,DU-4475,0
Trametinib,Vorinostat,EVSA-T,0
Afatinib,Navitoclax,HT55,0
Bortezomib,Alisertib,JIMT-1,0
Gemcitabine,LGK974,KP-4,0
Bortezomib,Tozasertib,MRK-nu-1,0
SB505124,Vinorelbine,LS-513,0
5-Fluorouracil,NU7441,MDA-MB-175-VII,0
Bortezomib,Taselisib,MCF7,0
Docetaxel,Luminespib,JIMT-1,0
MK-1775,MK-2206,BT-20,0
Docetaxel,SCH772984,HDQ-P1,0
Sapitinib,Cisplatin,OCUB-M,0
Trametinib,AZD7762,MIA-PaCa-2,0
Gemcitabine,Erlotinib,YAPC,0
Navitoclax,Dactolisib,MZ1-PC,0
LGK974,Navitoclax,Hs-766T,0
LGK974,Linsitinib,COLO-320-HSR,0
Oxaliplatin,Taselisib,HPAC,0
AZD7762,Dactolisib,YAPC,0
Pictilisib,KU-55933,BT-483,0
Sapitinib,Alisertib,BT-483,0
Axitinib,Linsitinib,BT-20,0
Axitinib,MK-2206,JIMT-1,1
Linsitinib,MK-2206,HCC1428,0
MK-1775,Gemcitabine,PA-TU-8902,0
SB505124,AZD7762,GP5d,0
Dactolisib,MK-2206,PA-TU-8988T,1
Erlotinib,Paclitaxel,YAPC,0
MK-1775,Bortezomib,HCC1569,0
LGK974,Erlotinib,PANC-03-27,0
Docetaxel,NU7441,BT-549,0
Dasatinib,Lapatinib,CAPAN-1,0
LGK974,Gemcitabine,SW1990,0
Docetaxel,Lapatinib,OCUB-M,0
SB505124,Vinorelbine,COLO-320-HSR,0
PD173074,BI-2536,HCC1187,0
Taselisib,Vinorelbine,KM12,0
Ruxolitinib,Cisplatin,BxPC-3,0
Dactolisib,Paclitaxel,PANC-03-27,0
Paclitaxel,Navitoclax,CAPAN-1,1
Taselisib,SB216763,MDA-MB-231,0
5-Fluorouracil,JQ1,MDA-MB-231,0
MK-1775,5-Fluorouracil,HCC2218,0
Taselisib,Oxaliplatin,KP-2,0
PD173074,Nilotinib,CAMA-1,0
MK-1775,SB216763,LS-411N,0
Ruxolitinib,5-Fluorouracil,PA-TU-8988T,0
Paclitaxel,SCH772984,PA-TU-8902,0
OSI-027,Ruxolitinib,PANC-02-03,0
Lapatinib,MK-2206,PSN1,1
Taselisib,Venetoclax,CAL-85-1,0
5-Fluorouracil,JQ1,EFM-192A,0
5-Fluorouracil,SCH772984,MDA-MB-436,0
Vorinostat,SCH772984,MDA-MB-175-VII,1
Navitoclax,AZD6482,COLO-824,1
Linsitinib,Uprosertib,MDA-MB-175-VII,0
OSI-027,PF-4708671,HCC1143,0
Sapitinib,Linsitinib,JIMT-1,0
SB216763,AZD7762,NCI-H747,0
Navitoclax,Lapatinib,UACC-893,0
PD173074,Axitinib,CAL-120,0
Docetaxel,JQ1,HCC1395,0
Gemcitabine,Afatinib,BT-549,0
Docetaxel,AZD6482,BT-474,0
Sapitinib,Navitoclax,HCC1806,0
LGK974,Afatinib,SNU-81,0
Axitinib,PF-4708671,HCC1395,0
5-Fluorouracil,MK-2206,MDA-MB-415,0
Linsitinib,Taselisib,HCC1937,0
Erlotinib,Ruxolitinib,PANC-08-13,0
Linsitinib,Sapitinib,SW48,0
MK-2206,Vinorelbine,SW620,0
Gemcitabine,Afatinib,HCC1143,0
5-Fluorouracil,Docetaxel,Hs-578-T,0
Gemcitabine,PD173074,MDA-MB-453,0
Cisplatin,Afatinib,HCC1419,0
Gemcitabine,PD173074,COLO-824,0
Vorinostat,5-Fluorouracil,HCC1187,0
PD173074,Gemcitabine,EFM-192A,0
Dabrafenib,Vinorelbine,CaR-1,0
SB216763,Vinorelbine,SW1417,0
Sapitinib,Vinorelbine,SNU-1040,0
Navitoclax,MK-2206,HCC1569,0
OSI-027,Navitoclax,PSN1,0
5-Fluorouracil,Taselisib,HCC1428,0
Trametinib,MK-1775,HT55,0
MK-2206,Docetaxel,HCC2157,0
PD173074,SCH772984,MDA-MB-415,0
Taselisib,Dactolisib,HPAC,0
Lapatinib,Afatinib,HCC1143,0
Axitinib,OSI-027,COLO-824,0
Taselisib,LGK974,DiFi,0
MK-2206,Afatinib,MCF7,1
AZD7762,Paclitaxel,HCC70,0
Sapitinib,Oxaliplatin,T84,0
Luminespib,MK-2206,AU565,0
Cisplatin,BI-2536,MDA-MB-157,0
Pictilisib,SCH772984,HDQ-P1,1
Gemcitabine,Entinostat,MDA-MB-415,0
Navitoclax,Dactolisib,PA-TU-8988T,0
Bortezomib,JQ1,CAL-120,0
Sapitinib,MK-2206,SW1417,0
Gemcitabine,AZD7762,CAL-120,1
Axitinib,SB216763,EFM-19,0
Vorinostat,OSI-027,HCC1395,0
Vorinostat,5-Fluorouracil,MDA-MB-415,0
MK-1775,Ribociclib,COLO-824,0
Taselisib,Ruxolitinib,KP-4,0
SCH772984,Oxaliplatin,YAPC,0
Navitoclax,RO-3306,HCC70,1
Cisplatin,Ribociclib,HCC1569,0
5-Fluorouracil,Taselisib,HCC70,0
Taselisib,JQ1,OCUB-M,1
Sapitinib,Bortezomib,HCC70,0
Gemcitabine,Entinostat,BT-20,0
Lapatinib,Navitoclax,CAPAN-1,0
MK-1775,SB216763,EFM-192A,0
Docetaxel,BI-2536,BT-474,0
OSI-027,Alisertib,HCC1419,0
Navitoclax,SB505124,SNU-C5,0
MK-2206,Vorinostat,EFM-192A,0
5-Fluorouracil,Docetaxel,MDA-MB-436,0
Sapitinib,Docetaxel,BT-483,0
Bortezomib,PD173074,HCC70,0
MK-1775,Trametinib,SW948,0
Taselisib,Entinostat,ZR-75-1,0
Linsitinib,MK-1775,UACC-812,0
5-Fluorouracil,GSK269962A,BT-474,0
Luminespib,Taselisib,AU565,0
Cisplatin,Paclitaxel,PANC-02-03,0
AZD7762,Uprosertib,HCC1569,0
PD173074,Wee1 Inhibitor,HCC1954,0
Axitinib,Taselisib,HCC1143,0
Sapitinib,JQ1,MFM-223,0
Vorinostat,Tozasertib,MRK-nu-1,0
Taselisib,Vinorelbine,CW-2,0
Taselisib,Luminespib,CAL-120,0
Vorinostat,JQ1,MDA-MB-436,0
PD173074,NU7441,Hs-578-T,0
Cisplatin,RO-3306,MDA-MB-453,0
SCH772984,MK-2206,MIA-PaCa-2,1
5-Fluorouracil,Luminespib,HCC1419,0
Sapitinib,RO-3306,UACC-893,0
MK-1775,Paclitaxel,HCC1954,0
Gemcitabine,Venetoclax,HCC38,0
Lapatinib,OSI-027,MDA-MB-361,0
SB216763,SB505124,COLO-205,0
Linsitinib,MK-1775,KP-1N,0
Dactolisib,MK-2206,MZ1-PC,0
Gemcitabine,Dactolisib,MZ1-PC,0
Linsitinib,Wee1 Inhibitor,MFM-223,0
Dactolisib,Cisplatin,PA-TU-8988T,0
PD173074,Paclitaxel,HCC1143,0
MK-2206,MK-1775,HCC2157,0
Sapitinib,Entinostat,HCC38,0
Dabrafenib,Afatinib,RCM-1,0
Ruxolitinib,MK-2206,HuP-T3,0
Luminespib,Taselisib,COLO-824,0
5-Fluorouracil,MK-2206,LoVo,0
MK-2206,Cisplatin,HCC38,0
Axitinib,JQ1,HCC38,0
Lapatinib,AZD6482,BT-549,0
5-Fluorouracil,AZD6482,ZR-75-30,0
Cisplatin,OSI-027,PANC-10-05,0
Vorinostat,OSI-027,BT-483,0
Linsitinib,Trametinib,SW1116,1
SCH772984,SB505124,LoVo,0
OSI-027,Tozasertib,MDA-MB-157,0
Trametinib,KU-55933,HCC1806,0
Taselisib,Afatinib,HT-115,0
Sapitinib,Linsitinib,OCUB-M,0
Navitoclax,SCH772984,YAPC,1
Paclitaxel,Linsitinib,CAPAN-2,0
Trametinib,Paclitaxel,HCC2218,0
Bortezomib,Linsitinib,MDA-MB-330,0
Sapitinib,NU7441,HCC1937,0
Cisplatin,Dabrafenib,COLO-824,0
Pictilisib,NU7441,MDA-MB-157,0
MK-1775,BI-2536,AU565,0
Irinotecan,Dasatinib,HPAC,0
MK-2206,Sapitinib,T47D,0
Taselisib,5-Fluorouracil,COLO-678,0
Linsitinib,Gemcitabine,KP-2,0
Vinorelbine,Dabrafenib,HCT-116,0
MK-1775,Tozasertib,CAL-120,0
AZD7762,5-Fluorouracil,MDA-MB-415,0
Lapatinib,AZD7762,HCC1569,0
Sapitinib,KU-55933,HCC2218,0
Linsitinib,LGK974,SW837,0
Trametinib,Taselisib,PSN1,1
Trametinib,Lapatinib,MDA-MB-175-VII,0
Navitoclax,Vorinostat,MCF7,0
MK-2206,Axitinib,MDA-MB-453,0
PD173074,Trametinib,MCF7,0
Pictilisib,GSK269962A,HCC1419,0
Axitinib,Paclitaxel,BT-20,0
Axitinib,Wee1 Inhibitor,HCC2157,0
Sapitinib,KU-55933,T47D,0
Oxaliplatin,Dabrafenib,NCI-H747,0
Linsitinib,Sapitinib,BT-20,0
MK-2206,SCH772984,T84,1
Bortezomib,Gemcitabine,HCC1937,0
Dasatinib,Paclitaxel,BxPC-3,1
SB216763,MK-2206,HT55,0
Cisplatin,AZD6482,Hs-578-T,0
Axitinib,SB216763,BT-474,0
Gemcitabine,Ruxolitinib,PANC-03-27,0
Lapatinib,Afatinib,BT-20,0
OSI-027,Paclitaxel,CAPAN-1,0
Dabrafenib,MK-2206,SW1463,0
Sapitinib,Pictilisib,HCC2157,0
Vorinostat,SB216763,CAL-148,0
MK-1775,Trametinib,ZR-75-1,0
OSI-027,SB216763,CAL-85-1,0
AZD7762,Afatinib,COLO-678,0
MK-1775,Gemcitabine,KP-3,0
AZD7762,AZD6482,CAMA-1,0
Bortezomib,Docetaxel,HCC1806,0
Gemcitabine,Venetoclax,COLO-824,1
AZD7762,Cisplatin,MRK-nu-1,0
SB216763,Navitoclax,HCC2998,0
Cisplatin,ZM447439,EFM-192A,0
Cisplatin,Lapatinib,HCC1395,0
MK-2206,MK-1775,PANC-03-27,0
Navitoclax,MK-1775,EVSA-T,0
Linsitinib,SB216763,JIMT-1,0
Sapitinib,Venetoclax,COLO-824,0
Trametinib,Axitinib,HDQ-P1,0
Docetaxel,Bortezomib,MRK-nu-1,0
Linsitinib,Afatinib,CCK-81,0
SCH772984,Vinorelbine,T84,0
AZD7762,Paclitaxel,JIMT-1,0
OSI-027,Oxaliplatin,CAPAN-2,0
SB216763,Linsitinib,SW837,0
Afatinib,LGK974,LS-513,0
PD173074,Trametinib,MFM-223,0
MK-2206,SCH772984,MDA-MB-361,1
Sapitinib,PF-4708671,ZR-75-1,0
Pictilisib,Tozasertib,HCC1500,0
Dactolisib,OSI-027,PANC-04-03,0
5-Fluorouracil,AZD6482,HCC1599,0
Sapitinib,ZM447439,EFM-19,0
Sapitinib,PF-4708671,JIMT-1,0
PD173074,SB216763,ZR-75-1,0
SB505124,Oxaliplatin,HCT-15,0
Gemcitabine,Dasatinib,PANC-08-13,0
Ruxolitinib,Linsitinib,PANC-08-13,0
PD173074,Uprosertib,BT-20,0
Luminespib,KU-55933,Hs-578-T,0
Irinotecan,5-Fluorouracil,PANC-08-13,0
SB216763,Trametinib,SK-CO-1,0
5-Fluorouracil,GSK269962A,HCC1428,0
Cisplatin,Sapitinib,CAL-85-1,0
AZD7762,SCH772984,KM12,0
Gemcitabine,Paclitaxel,PA-TU-8988T,0
Paclitaxel,Ruxolitinib,BxPC-3,0
Docetaxel,AZD7762,HCC1143,0
Ruxolitinib,Navitoclax,PANC-08-13,0
Bortezomib,Taselisib,MDA-MB-436,0
Lapatinib,Ribociclib,EVSA-T,0
Docetaxel,Gemcitabine,HCC1419,0
Luminespib,Uprosertib,HCC1599,0
AZD7762,Linsitinib,HCT-116,0
MK-1775,Linsitinib,Hs-578-T,0
Linsitinib,Taselisib,SNU-C2B,0
5-Fluorouracil,Navitoclax,SNU-C2B,0
Gemcitabine,Linsitinib,DAN-G,0
Gemcitabine,Nilotinib,CAL-51,0
Sapitinib,KU-55933,HCC1954,0
Sapitinib,NU7441,MDA-MB-415,0
Navitoclax,5-Fluorouracil,ZR-75-1,0
MK-2206,Lapatinib,HDQ-P1,0
Cisplatin,Sapitinib,MRK-nu-1,0
AZD7762,Dabrafenib,SNU-407,0
Linsitinib,MK-2206,SNU-C2B,0
Lapatinib,Gemcitabine,BT-474,0
Lapatinib,Linsitinib,BT-20,0
Vorinostat,PD173074,MRK-nu-1,0
Trametinib,Bortezomib,MDA-MB-453,0
Lapatinib,Gemcitabine,CAPAN-2,0
MK-1775,Tozasertib,MDA-MB-330,0
5-Fluorouracil,Paclitaxel,KP-1N,0
MK-1775,Gemcitabine,PL4,0
Navitoclax,AZD7762,HCC202,0
Bortezomib,Vorinostat,MDA-MB-436,0
Bortezomib,Luminespib,MDA-MB-453,0
Bortezomib,Entinostat,MDA-MB-453,0
Trametinib,Navitoclax,DiFi,0
5-Fluorouracil,Trametinib,AsPC-1,0
MK-1775,Cisplatin,Hs-578-T,1
Luminespib,Navitoclax,UACC-893,0
Sapitinib,Dabrafenib,HCC38,0
MK-2206,PF-4708671,HCC2157,0
Docetaxel,Axitinib,HCC70,0
Navitoclax,MK-2206,EVSA-T,0
Erlotinib,AZD7762,CAPAN-2,0
Taselisib,SB216763,MDA-MB-453,0
SB216763,AZD7762,GP5d,0
Axitinib,Navitoclax,BT-483,0
SCH772984,SB216763,COLO-678,0
AZD7762,Venetoclax,OCUB-M,0
Axitinib,Vorinostat,HCC1954,0
Linsitinib,NU7441,HCC1937,0
OSI-027,Paclitaxel,BT-549,0
5-Fluorouracil,SCH772984,CAMA-1,0
Axitinib,Ribociclib,ZR-75-30,0
Sapitinib,Nilotinib,JIMT-1,0
Oxaliplatin,Dabrafenib,CaR-1,0
5-Fluorouracil,Taselisib,HCC1599,0
PD173074,Navitoclax,CAMA-1,0
SCH772984,Navitoclax,LS-123,0
Sapitinib,Luminespib,HCC1187,0
Docetaxel,PD173074,EFM-19,0
Taselisib,Navitoclax,CAMA-1,0
5-Fluorouracil,SCH772984,SW1116,0
Gemcitabine,Entinostat,CAL-85-1,0
Docetaxel,Nilotinib,CAL-148,0
MK-1775,NU7441,HCC38,0
Navitoclax,Sapitinib,MDA-MB-330,0
Pictilisib,GSK269962A,HCC2218,0
Lapatinib,Entinostat,MFM-223,0
MK-2206,Paclitaxel,SUIT-2,1
Sapitinib,Lapatinib,CAL-51,0
Docetaxel,Pictilisib,BT-20,0
MK-1775,AZD7762,HCC202,0
Navitoclax,Axitinib,MDA-MB-330,0
Taselisib,SCH772984,HuP-T3,0
Gemcitabine,Trametinib,KP-3,0
Cisplatin,Dabrafenib,HDQ-P1,0
SB505124,Linsitinib,HT-115,0
Cisplatin,MK-2206,ZR-75-1,0
5-Fluorouracil,SCH772984,HuP-T4,1
MK-2206,Oxaliplatin,SNU-C5,0
AZD7762,Luminespib,UACC-893,0
Ruxolitinib,Trametinib,BxPC-3,0
Docetaxel,OSI-027,CAL-148,0
Linsitinib,Trametinib,RKO,0
Cisplatin,Gemcitabine,MDA-MB-415,0
PD173074,Linsitinib,MRK-nu-1,0
MK-1775,Linsitinib,MDA-MB-175-VII,0
Luminespib,Navitoclax,HCC1937,0
Paclitaxel,Dasatinib,PANC-03-27,0
Afatinib,SB216763,NCI-H747,0
Lapatinib,Bortezomib,HCC1419,0
Sapitinib,Lapatinib,HCC1500,0
Cisplatin,MK-1775,Hs-766T,0
Navitoclax,Lapatinib,MDA-MB-468,0
Cisplatin,Uprosertib,EFM-19,0
AZD7762,Lapatinib,PANC-04-03,0
Vinorelbine,MK-2206,SW1463,0
Linsitinib,Taselisib,HT-29,0
MK-2206,Alisertib,HCC2218,0
Vinorelbine,Navitoclax,CCK-81,0
Sapitinib,Dabrafenib,T84,0
MK-2206,SCH772984,CCK-81,1
Axitinib,JQ1,MRK-nu-1,0
Sapitinib,SCH772984,CCK-81,0
Docetaxel,Wee1 Inhibitor,HCC1806,0
5-Fluorouracil,Axitinib,MDA-MB-175-VII,0
5-Fluorouracil,Navitoclax,T84,0
PD173074,ZM447439,COLO-824,0
Oxaliplatin,MK-1775,MIA-PaCa-2,0
Cisplatin,Lapatinib,MDA-MB-330,0
